tweet_user_name,tweet_user_screen,follower_count,user_created,tweet_count,following_status,friends_count,favourites_count,description,user_verified,user_time_zone,user_location,user_tweet,hash_tag,tweet_source,location_from_tweets,tweet_sentiment_polarity,tweet_sentiment_subjectivity,match_ratio,country_partial_match_ratio,token_sort_match_ratio,token_set_match_ratio,location_from_tweets_match_ratio,location_from_tweets_country_partial_match_ratio,location_from_tweets_token_sort_match_ratio,location_from_tweets_token_set_match_ratio,input_disaster_location,input_disaster
Shari-Lynn 🇧🇲,shaeyd,1702,Tue Oct 06 14:39:29 +0000 2020,72345,False,2377,33883,"Mother, Partner, Friend. LGBTQ and Human Rights Advocate. Agitator. Human to #IAmSmudge Co-Host @TheDailyHour Tues & Thurs 8am Atlantic",False,,Bermuda,RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter Web App,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
Nixag4,nixag4,44,Tue Oct 06 14:39:00 +0000 2020,5785,False,478,18442,,False,,,RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter for Android,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
Nishan Bilazarian,nishmanweather,252,Tue Oct 06 14:38:56 +0000 2020,45535,False,213,56680,"Learn each day. Passions of wx, environmental adv, watersheds, NBA, one legged storm chaser. Life’s too short to not have fun! BLM! Jesus=Savior, God Bless u!",False,,Boston area,RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter for iPhone,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
Deborah Diane,DeborahDian,5250,Tue Oct 06 14:38:29 +0000 2020,87271,False,5722,77452,"http://t.co/TH9bEQHsRS * One of Top 100 Retirement Blogs in World  * 6 Amazon books incl. ""Your Guide to a Fabulous Las Vegas Wedding""",False,,"Orange County, California",RT @Monica_Wilcox: If you’ve breathed smoke filled air in the West this summer or are cleaning up from a #hurricane in the Gulf or are till…,hurricane,Twitter for Android,Gulf,0.4,0.9,5,50,13,15,0,0,0,0,Mexico,cyclone
Nishan Bilazarian,nishmanweather,252,Tue Oct 06 14:37:12 +0000 2020,45535,False,213,56680,"Learn each day. Passions of wx, environmental adv, watersheds, NBA, one legged storm chaser. Life’s too short to not have fun! BLM! Jesus=Savior, God Bless u!",False,,Boston area,RT @wxjerdman: Radar loop of the core of #Hurricane #Delta bypassing Grand Cayman. (Source: Cayman Islands National Weather Service) https:…,"Hurricane,Delta",Twitter for iPhone,Grand Cayman,0.5,1.0,6,36,14,15,11,22,11,11,Mexico,cyclone
Chester Lampkin WUSA 9,chesterlampkin,10996,Tue Oct 06 14:36:08 +0000 2020,118427,False,2539,108212,"Meteorologist @wusa9 in DC. Hello DMV! Love family/friends, weather, geography, Cardinals, SLU, & Mizzou. I lived in New Zealand. STL native.",True,,"Washington, DC",RT @wxjerdman: Radar loop of the core of #Hurricane #Delta bypassing Grand Cayman. (Source: Cayman Islands National Weather Service) https:…,"Hurricane,Delta",TweetDeck,Grand Cayman,0.5,1.0,6,36,14,15,11,22,11,11,Mexico,cyclone
PAS Claims,PASClaims,71,Tue Oct 06 14:36:05 +0000 2020,289,False,272,11,PAS Claims provides Back Office Claim Processing to Insurance Restoration Contractors.    Supplements | Claim Management | Invoicing | A/R Assistance,False,,"Arizona, USA","Residential Roofing Satellite Reports.
$27.50.  Order yours today.
https://t.co/rEYIc5vm8l

#satellitereport… https://t.co/rcFHIQtmND",satellitereport,Zoho Social,,0.0,0.0,7,29,4,5,0,0,0,0,Mexico,cyclone
Robert Redmayne Hosking,redmayne_robert,4891,Tue Oct 06 14:35:48 +0000 2020,110179,False,5381,187162,Animal/Nature/Wildlife Conservationist/🌿Global Climate Activist/Climate Justice Campaigner. 🌎🌍🌏🌿@Fridays4future 🗣️📢 #LetsKeepFossilFuelsInTheGround,False,,TELFORD UK,"RT @chriscartw83: Meet #Delta
 Already cat 2
Over the warmest waters of the caribbean....

#ClimateCrisis #hurricane 
#climatechange #Globa…","Delta,ClimateCrisis,hurricane,climatechange,Globa",Twitter for Android,"Delta,caribbean",0.0,0.0,10,36,14,15,19,17,10,10,Mexico,cyclone
A xxx A,oma_oma_1,349,Tue Oct 06 14:35:46 +0000 2020,183543,False,1009,162436,‏‏‏‏العاصفة,False,,المملكة العربية السعودية,RT @pppapin: The tiny core of #Hurricane #Delta is coming into view of the Cayman Islands radar. You can see the tiny inner core with the e…,"Hurricane,Delta",Twitter for iPhone,"Delta,Cayman Islands",0.0,0.3888888888888889,8,43,11,13,15,33,8,8,Mexico,cyclone
Matt Devitt,MattDevittWINK,6487,Tue Oct 06 14:35:44 +0000 2020,23593,False,1896,21641,@WINKNews AM Meteorologist ☀️⛈🌴 | Penn State Meteorology | Florida Born & Raised | Weathernerd | Beach Bum,False,,Fort Myers / Southwest FL,RT @wxjerdman: Radar loop of the core of #Hurricane #Delta bypassing Grand Cayman. (Source: Cayman Islands National Weather Service) https:…,"Hurricane,Delta",Twitter Web App,Grand Cayman,0.5,1.0,6,36,14,15,11,22,11,11,Mexico,cyclone
Hurricane and Winter Tracker,DylanBeauty17,107,Tue Oct 06 14:35:40 +0000 2020,5238,False,176,15588,Reporter for the NWS. Love Lake Effect Snow!!,False,,"New York, USA",RT @AnthonyMweather: #Recon has just found #winds over 100 knots in the northwest quadrant of hurricane #Delta which would make it a major…,"Recon,winds,Delta",Twitter for iPhone,Recon,0.0,0.0,5,29,10,10,55,60,55,55,Mexico,cyclone
MrWyatt,MrWyatt00,14,Tue Oct 06 14:35:38 +0000 2020,169,False,51,1095,i like the weather and a @starcomracing fan,False,,,RT @AnthonyMweather: #Recon has just found #winds over 100 knots in the northwest quadrant of hurricane #Delta which would make it a major…,"Recon,winds,Delta",Twitter Web App,Recon,0.0,0.0,5,29,10,10,55,60,55,55,Mexico,cyclone
BlueChipTalent,MarvLBluechip,2185,Tue Oct 06 14:35:35 +0000 2020,290031,False,2463,26290,"Pro Sports Publications, Print Media Advertising, Athlete Endorsements, & Out of the Box Sports Marketing  Promotions",False,,MIAMI / LA,"RT @GulfAtlanticInd: Good Morning #Florida ... Are You READY!!!

GET #Hurricane &amp; #Tornado READY #Florida for #2020... Call 800 679 0369 #B…","Florida,Hurricane,Tornado,Florida,2020,B",Twitter Web App,"Florida,Tornado,Florida",0.4302083333333333,0.5333333333333333,9,36,12,13,7,33,7,10,Mexico,cyclone
Jay Kenney,JayTKenney,1950,Tue Oct 06 14:35:19 +0000 2020,143057,False,3601,21125,Boston Sports  - Local/National News - Towson University & Merrimack 🏈Politics - Stocks  - Weather  - Trump Sux - ☘ Southie Born + Raised Live in Dorchester ☘,False,,"Dorchester, MA",RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter for Android,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
GridPointWeather,gridpointwx,194,Tue Oct 06 14:35:16 +0000 2020,77379,False,59,1,Global Point Forecasting System,False,,"New York, USA",#HURRICANE Delta intensifies to category 2 and on course to hammer Mexico https://t.co/B3kSq7xmsX  #GlobalWarming #climatechange,"HURRICANE,GlobalWarming,climatechange",Gridpointwx,"HURRICANE Delta,Mexico",0.0,0.0,17,50,21,60,43,100,43,100,Mexico,cyclone
Anthony M,AnthonyMweather,440,Tue Oct 06 14:34:49 +0000 2020,2255,False,158,2042,"I’m a sophomore in high school who loves weather and dogs.🐕❄️⛈I’m also an aspiring meteorologist,⛈future storm chaser 🌪 and a die heart Chicago Bears fan.🐻⬇️",False,,"Charlotte, NC",#Recon has just found #winds over 100 knots in the northwest quadrant of hurricane #Delta which would make it a maj… https://t.co/hGgu0YgJqB,"Recon,winds,Delta",Twitter for iPhone,Recon,0.0,0.0,9,29,11,11,55,60,55,55,Mexico,cyclone
Tim Melino,TimMelino,11428,Tue Oct 06 14:34:44 +0000 2020,89162,False,9831,281,"Renewable Energy Meteorologist, interested in the #environment, #weather and #climate.  Check out: https://t.co/EZIu1X2L6A & Facebook: https://t.co/Ridbeg0K3b",False,,NY,#HURRICANE Delta intensifies to category 2 and on course to hammer Mexico https://t.co/7OWfdZnqNp #GPWX #GlobalWarming #climatechange,"HURRICANE,GPWX,GlobalWarming,climatechange",weather-globe,"HURRICANE Delta,Mexico",0.0,0.0,16,50,20,60,43,100,43,100,Mexico,cyclone
Stuart Dean,stuartwdean,1325,Tue Oct 06 14:34:44 +0000 2020,11561,False,2305,12204,Adversus hostem aeterna auctoritas esto,False,,NYC,RT @wxjerdman: Radar loop of the core of #Hurricane #Delta bypassing Grand Cayman. (Source: Cayman Islands National Weather Service) https:…,"Hurricane,Delta",Twitter for iPhone,Grand Cayman,0.5,1.0,6,36,14,15,11,22,11,11,Mexico,cyclone
MarkVoganWeather.com,MarkVogan,3255,Tue Oct 06 14:34:36 +0000 2020,46762,False,370,6428,"Providing Short/Medium/Long Range Forecasts For UK, Europe & United States + Covering Global Weather Events",False,,"Invergordon, Scotland",RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter for Android,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
Jonathan Erdman,wxjerdman,15427,Tue Oct 06 14:34:08 +0000 2020,20980,False,1977,9192,@weatherchannel @IBMWatson Senior Digital Meteorologist. MS @CSUAtmosSci; BS @UWMadison; Insightful. Interesting. Impactful. Weather.,True,,"Milwaukee, WI",Radar loop of the core of #Hurricane #Delta bypassing Grand Cayman. (Source: Cayman Islands National Weather Servic… https://t.co/LxnyGXEPDg,"Hurricane,Delta",TweetDeck,"Delta,Grand Cayman",0.5,1.0,6,36,14,15,17,22,8,8,Mexico,cyclone
Boopy Doopy,boopydoopyboy,14,Tue Oct 06 14:34:01 +0000 2020,358,False,51,261,"Football and weather. Here with the late-night tropics and Sunday Gameday tweets. #chiefs

https://t.co/dcoKwxtQQ8…
https://t.co/okcc2hhQJl…",False,,,"Looks like #Delta is at about 115-120 mph and 956 mbar. Looks like it's still strengthening.

#HurricaneDelta… https://t.co/6343LVRFvx","Delta,HurricaneDelta",Twitter for Android,Delta,0.0,0.0,5,29,6,6,18,20,18,18,Mexico,cyclone
Frances Baker,weatherfran,1057,Tue Oct 06 14:33:58 +0000 2020,69950,False,2073,38998,"Mother of 2 great daughters! Loves country music, Hell on Wheels, horses, dogs, the ocean and studying  weather. Still figuring out what I should do next!",False,,Upstate New York,"RT @kellycass: #Hurricane #Delta continues to intensify, now almost a #cat3. 
The timing of impacts and eventual landfall along US gulf coa…","Hurricane,Delta,cat3",Twitter for Android,"Delta,US",0.0,0.0,8,36,8,8,14,17,14,14,Mexico,cyclone
🍀EyxiSQ🦋,Yeyxis,116,Tue Oct 06 14:33:49 +0000 2020,886,False,381,3541,"Mujer, madre, creyente en MI FUENTE DIVINA, en mi universo, amante de la lectura, viviendo el presente!",False,,Panamá,RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter for Android,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
Dr. Dan Cady 🇺🇸 🌊,DanCady,3068,Tue Oct 06 14:33:31 +0000 2020,60109,False,5003,66222,"Stringed Instrument Construction / 
Climate Stuff / 
Border Collies
Born at 310ppm CO₂

#climatebrawl #climatepoli
First #climateEmergency city in AZ!",False,,"Flagstaff, AZ","RT @chriscartw83: Meet #Delta
 Already cat 2
Over the warmest waters of the caribbean....

#ClimateCrisis #hurricane 
#climatechange #Globa…","Delta,ClimateCrisis,hurricane,climatechange,Globa",Twitter Web App,"Delta,caribbean",0.0,0.0,10,36,14,15,19,17,10,10,Mexico,cyclone
🏠CHVRCHΞS FANS’ PAPA⛪️,VaderJaws,1201,Tue Oct 06 14:33:11 +0000 2020,21763,False,1706,77184,Proud Papa to two of the youngest @CHVRCHES fans in the🌍 @TCFofUSA 🦋🧩 #BLM 🖤⛪️💗👇🏼Listen to their 🎶 here👇🏼 💛💜💚❤️🧡💙https://t.co/zoH65jliMC,False,,,"RT @BracketeersThe: #CFB #MatchupOfTheWeek!!!

#MiamiVsClemson 

Your votes will decide which #Hurricane will face which #Tiger!

VOTE👇 htt…","CFB,MatchupOfTheWeek,MiamiVsClemson,Hurricane,Tiger",Twitter for iPhone,,0.0,0.0,9,43,15,16,0,0,0,0,Mexico,cyclone
Meteorologist Vanessa Alonso WCBI,VAlonsoWCBI,2437,Tue Oct 06 14:32:48 +0000 2020,31561,False,2458,25934,"@WCBIWeather Sunrise/Midday & #OurChangingPlanet Meteorologist. #mswx #alwx Hometown Miami, FL. @UnivMiami Graduate. @AMetSoc CBM Seal #815. #WomenOfWx",False,,"Columbus, MS","RT @MatthewCappucci: From the Cayman Islands radar, we can see why the strongest winds have been observed in the southern eyewall.

To the…",,Twitter Web App,Cayman Islands,0.0,0.0,14,36,8,9,10,33,10,10,Mexico,cyclone
Progressive DH🌅,ProgressiveDH,155,Tue Oct 06 14:32:37 +0000 2020,7445,False,4922,137,#GreenNewDeal #ClimateCrisis #Progressive #JustRecovery #ClimateJustice #RacialJustice #HumanRights #IndigenousRights #BlackLivesMatter #LGBTQrights #Equality,False,,"Toronto, Canada 🇨🇦",RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter for Android,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
BlueChipTalent,MarvLBluechip,2185,Tue Oct 06 14:31:16 +0000 2020,290031,False,2463,26290,"Pro Sports Publications, Print Media Advertising, Athlete Endorsements, & Out of the Box Sports Marketing  Promotions",False,,MIAMI / LA,"RT @GulfAtlanticInd: It's #Tornado &amp; #HurricaneSeason ... Double Whammy

GET #Hurricane &amp; #Tornado READY #Florida for #2020... Call 800 679…","Tornado,HurricaneSeason,Hurricane,Tornado,Florida,2020",Twitter Web App,"Whammy,Tornado,Florida",0.1,0.25,9,36,13,14,14,33,7,7,Mexico,cyclone
Janna Brown,MetJannaBrown,1902,Tue Oct 06 14:31:14 +0000 2020,23001,False,628,8333,"@WMassNews meteorologist ⛈☀️❄️, former Chief at @Wvva News, @NVU_Lyndon alum, dog mama, Philly sports fan 🦅 till the end! Views are my own.",False,,"Springfield, MA","RT @MatthewCappucci: From the Cayman Islands radar, we can see why the strongest winds have been observed in the southern eyewall.

To the…",,Twitter for iPhone,Cayman Islands,0.0,0.0,14,36,8,9,10,33,10,10,Mexico,cyclone
BlueChipTalent,MarvLBluechip,2185,Tue Oct 06 14:31:04 +0000 2020,290031,False,2463,26290,"Pro Sports Publications, Print Media Advertising, Athlete Endorsements, & Out of the Box Sports Marketing  Promotions",False,,MIAMI / LA,"RT @GulfAtlanticInd: It's #Tornado &amp; #HurricaneSeason ... Double Whammy

GET #Hurricane &amp; #Tornado READY #Florida for #2020... Call 800 679…","Tornado,HurricaneSeason,Hurricane,Tornado,Florida,2020",Twitter Web App,"Whammy,Tornado,Florida",0.1,0.25,9,36,13,14,14,33,7,7,Mexico,cyclone
Kevin Brown,KHookem,815,Tue Oct 06 14:31:00 +0000 2020,4930,False,791,2569,Fantasy football guy. Contributor for @brkdwn_sports and host of the Campus to Campus podcast. 1/4 of @BracketeersThe. Ok Cool. HOOKEM!!!!🤘🏻,False,,"Tullahoma, TN","RT @BracketeersThe: #CFB #MatchupOfTheWeek!!!

#MiamiVsClemson 

Your votes will decide which #Hurricane will face which #Tiger!

VOTE👇 htt…","CFB,MatchupOfTheWeek,MiamiVsClemson,Hurricane,Tiger",Twitter for iPhone,,0.0,0.0,9,43,15,16,0,0,0,0,Mexico,cyclone
BlueChipTalent,MarvLBluechip,2185,Tue Oct 06 14:30:00 +0000 2020,290031,False,2463,26290,"Pro Sports Publications, Print Media Advertising, Athlete Endorsements, & Out of the Box Sports Marketing  Promotions",False,,MIAMI / LA,"RT @GulfAtlanticInd: It's #Tornado &amp; #HurricaneSeason ... Double Whammy

GET #Hurricane &amp; #Tornado READY #Florida for #2020... Call 800 679…","Tornado,HurricaneSeason,Hurricane,Tornado,Florida,2020",Twitter Web App,"Whammy,Tornado,Florida",0.1,0.25,9,36,13,14,14,33,7,7,Mexico,cyclone
Vann CLUTCH Pugh,themadlineman,1609,Tue Oct 06 14:29:34 +0000 2020,80127,False,4982,84724,I’m Vann. DC born and raised. McNamara Grad. Self-proclaimed Sooner legend. DC Sports fan (except football). Creator of @LevelGoat. Big brother fan.,False,,"Washington, DC","RT @BracketeersThe: #CFB #MatchupOfTheWeek!!!

#MiamiVsClemson 

Your votes will decide which #Hurricane will face which #Tiger!

VOTE👇 htt…","CFB,MatchupOfTheWeek,MiamiVsClemson,Hurricane,Tiger",Twitter for iPhone,,0.0,0.0,9,43,15,16,0,0,0,0,Mexico,cyclone
"Gulf Atlantic Ind of America, Inc.",GulfAtlanticInd,1098,Tue Oct 06 14:29:24 +0000 2020,137438,False,1447,9870,"South Florida general contractor, specializing in roofing, hi-rise, home improvement, screen pool enclosures, hurricane impact windows, doors & shutter systems.",False,,South Florida,"It's #Tornado &amp; #HurricaneSeason ... Double Whammy

GET #Hurricane &amp; #Tornado READY #Florida for #2020... Call 800… https://t.co/Dm4VDgeyxz","Tornado,HurricaneSeason,Hurricane,Tornado,Florida,2020",Twitter Web App,"Whammy,Tornado,Florida",0.1,0.25,7,36,14,16,14,33,7,7,Mexico,cyclone
Jerry Xu,thebluerutabaga,108,Tue Oct 06 14:28:54 +0000 2020,2738,False,553,45092,UNC ‘23,False,,,RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter for iPhone,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
Alex Wallace,TWCAlexWallace,8668,Tue Oct 06 14:28:48 +0000 2020,8079,False,1840,4876,"On-Camera Meteorologist at The Weather Channel! Big time movie lover, Hip Hop music fanatic, and Georgia Bulldog enthusiast!!! GOOO DAWGS, sic 'em. WOOF WOOF!",True,,"Atlanta, GA","RT @kellycass: #Hurricane #Delta continues to intensify, now almost a #cat3. 
The timing of impacts and eventual landfall along US gulf coa…","Hurricane,Delta,cat3",TweetDeck,"Delta,US",0.0,0.0,8,36,8,8,14,17,14,14,Mexico,cyclone
Alfonso Medellin,KahuMoanaIke,558,Tue Oct 06 14:27:22 +0000 2020,13029,False,286,44175,Interacciones físico ecológicas y relaciones espacio temporales en los ecosistemas marinos #sharks #urchins #fish #octopus #squid #satellitetelemetry,False,,,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for Android,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Michelle Bogowith,MBogowith,11643,Tue Oct 06 14:27:19 +0000 2020,18615,False,727,1370,Meteorologist @fox4kc • Storm Chaser • @Mizzou Made • Mom • Wife • World Traveler • Adrenaline Junkie • Sports Enthusiast • STL native calling KC home,True,,"Kansas City, Missouri","RT @philklotzbach: #Delta is now forecast to have winds of 120 mph in a couple of days.  If this forecast verifies, Delta would become the…",Delta,Twitter for iPhone,Delta,0.0,0.0,5,38,5,6,18,20,18,18,Mexico,cyclone
summer 2013,Ecsullie,4922,Tue Oct 06 14:27:13 +0000 2020,92824,False,5294,40671,"Excited to have Donald J Trump as our 45th President of the USA! wife, mother, lover of God, family, my country, and the beach #Trump 2020 #MAGA",False,,"New Smyrna Beach, FL",RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Mairzy,MairzyMurter,1277,Tue Oct 06 14:27:11 +0000 2020,194915,False,3344,206495,"Mom to Bill, Taylor & Sydney❤️ Be Good Do Good, Progress always Wins, eventually. I want Thoughtful, Pragmatic, Respectful Governance & Fair Economic Policy 😁",False,,"Pennsylvania, USA",RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter for iPhone,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
Worldwide Weather Warnings,AceStormSpotter,666,Tue Oct 06 14:27:01 +0000 2020,2701,False,1988,613,"Global #weather warnings, alerts and information. Waging a war on dangerous storms. Africa, America, Asia, Australia, Europe, Oceania - get all in one place!",False,,"Jembke, Deutschland","Retweet - #Hurricane - Cancun is on Central Time, FYI. Here's a look at a peaceful scene...for now. A hurricane war… https://t.co/AKsabUsSxp",Hurricane,Buffer,Central Time,0.125,0.375,6,36,14,14,22,50,22,22,Mexico,cyclone
Connor Cozad,ConnorCozad,49,Tue Oct 06 14:26:28 +0000 2020,146,False,166,191,Data science and meteorology undergraduate @CofC ‘23,False,,"Charleston, SC","RT @JakeCarstens: #Delta was named a tropical storm at 8AM EDT yesterday. At 8AM today, it's nearing Category 3 #hurricane intensity.

That…","Delta,hurricane",Twitter for iPhone,Delta,0.0,0.0,10,36,12,13,18,20,18,18,Mexico,cyclone
Johnny Nguyen,jnsoulful,590,Tue Oct 06 14:26:27 +0000 2020,30381,False,406,86501,Poetry ✖️ Life 📚 IG: Jnsoulful,False,,"New Orleans, Louisiana ⚜️",RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter for iPhone,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
Dan Munarriz,Wx_SpanDan,95,Tue Oct 06 14:25:52 +0000 2020,1217,False,263,2693,"I tweet about weather, short and long term. Also a big football and NBA fan",False,,Worcestershire,RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter for Android,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
Raymond🌙,RaymondGabrieel,450,Tue Oct 06 14:23:55 +0000 2020,20592,False,555,11545,taken❤️,False,,,RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter for iPhone,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
Kyra k,kyriklein,95,Tue Oct 06 14:23:40 +0000 2020,167,False,178,273,:),False,,,RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter for iPhone,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
Your Weather Today | Tracking Delta,YourWxDaily,109,Tue Oct 06 14:23:29 +0000 2020,9987,False,553,19836,Hurricane Central | Tracking Delta,False,,,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Jasmine Nason,_Jasmine_2327,29,Tue Oct 06 14:23:09 +0000 2020,551,False,633,8372,Future meteorologist| Follower of Christ| Learning ASL| ❤ Sports,False,,,RT @NWSCLE: #HurricaneDelta has rapidly strengthen this morning and becoming an extremely dangerous storm. This #hurricane will likely beco…,"HurricaneDelta,hurricane",Twitter for Android,,-0.04999999999999999,0.9166666666666666,6,29,11,11,0,0,0,0,Mexico,cyclone
Lita,looklita,52,Tue Oct 06 14:23:00 +0000 2020,563,False,222,3120,👾,False,,"Austin, TX",RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter for iPhone,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
Jonathan Moore,Jonalan34,97,Tue Oct 06 14:22:40 +0000 2020,13017,False,550,14151,"Deaf, software analyst,System Analyst, System Administration, Gamer, star Wars/Star Trek Geek.",False,,"Harvest, AL",RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter for iPhone,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
Ruben Oliva,RubenRennOl,156,Tue Oct 06 14:22:19 +0000 2020,488,False,0,0,Debería de poder enfrascarse la vida,False,,,"RT @weatherchannel: BREAKING: #Delta intensifies into the ninth #hurricane of the 2020 Atlantic hurricane season. 

Forecast to become a Ca…","Delta,hurricane",Twitter Web App,"Delta,Atlantic",0.0,0.0,5,36,11,11,30,36,20,20,Mexico,cyclone
polchinello #GeneralStrike #1u,donahuejm,17059,Tue Oct 06 14:21:30 +0000 2020,323149,False,16417,268046,"Born: 306 ppm @iww - Mutualist
Omnia Sunt Communia - Abolish wages/pigs/patriarchy #ANTIFA 
#DefundThePentagon #NuclearBan #Environmentalism #BLM 
 🖤❤️💜",False,, worldwide ,RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter for Android,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
"Mark Hill, W1OKC",AZStormTracker,315,Tue Oct 06 14:20:18 +0000 2020,17705,False,529,11048,"Business Owner, severe weather reporter and communications Engineer/Specialist. Former Fire Chief/EMT,Law Enforcement Officer,Emergency Manager.",False,,"Oklahoma, USA",RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter for Android,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
Austin Louis,AustinLouis5,816,Tue Oct 06 14:20:12 +0000 2020,415360,False,2929,9466,I am 22 and a Graduate at JGHS #ClassOf2016  Watch @MorningExp with @RobinMeade Mon-Fri 6am-12 pm ET! Weather geek I am a SVU Die Hard! #SVUDieHard,False,,"Cambridge,Oh",RT @NWSCLE: #HurricaneDelta has rapidly strengthen this morning and becoming an extremely dangerous storm. This #hurricane will likely beco…,"HurricaneDelta,hurricane",Twitter for Android,,-0.04999999999999999,0.9166666666666666,6,29,11,11,0,0,0,0,Mexico,cyclone
Vincent Charron,VinceCharron,306,Tue Oct 06 14:20:00 +0000 2020,10023,False,354,1718,ATPL.  Civil Aviation Specialist/Media Commentary since 1999. Licensed ON-P.I. since 2009. Former National Association Comms Chair/Media Spokesperson.,False,,"Ottawa, ON",RT @philklotzbach: #Delta has intensified by 70 mph (from 40 mph to 110 mph) in its first 24 hours since becoming a named storm.  This is t…,Delta,Twitter Web App,Delta,0.35,0.5916666666666667,5,29,5,6,18,20,18,18,Mexico,cyclone
The Bracketeers,BracketeersThe,4888,Tue Oct 06 14:18:41 +0000 2020,9902,False,4959,10454,Who said Bracketology was just for March? We do it 24/7/365. Current Tournaments #BeatlesVsStones #MostQuotableMovie #BestNESGame,False,,,"#CFB #MatchupOfTheWeek!!!

#MiamiVsClemson 

Your votes will decide which #Hurricane will face which #Tiger!

VOTE👇 https://t.co/PDcYC27tD1","CFB,MatchupOfTheWeek,MiamiVsClemson,Hurricane,Tiger",Twitter for iPhone,,0.0,0.0,10,36,16,17,0,0,0,0,Mexico,cyclone
